client_id,investment_date,asset_class,investment_amount,return_pct,investment_value
C01118,2008-08-26,Real Estate,2544021.22,0.9712,5014774.63
C02276,2022-10-09,Mutual Funds,1216379.53,-0.2735,883699.73
C01442,2022-06-14,Stocks,950483.78,0.3408,1274408.65
C03981,2008-06-12,Stocks,2304100.14,-0.4106,1358036.62
C00688,2015-01-15,Mutual Funds,3226542.99,-0.3352,2145005.78
C02442,2009-06-04,Crypto,3255207.75,-0.0757,3008788.52
C02978,2023-01-24,Stocks,366352.37,0.6939,620564.28
C03252,2024-03-29,Bonds,1369058.26,0.1086,1517737.99
C01934,2010-07-05,Mutual Funds,3548975.69,0.2224,4338267.88
C04099,2010-09-15,Mutual Funds,37781.79,-0.1977,30312.33
C04755,2019-10-12,Real Estate,2846581.83,0.0909,3105336.12
C04067,2010-01-09,Bonds,4603933.48,0.1014,5070772.33
C04914,2010-09-28,Real Estate,2291565.82,0.3271,3041137.0
C02698,2021-02-07,Crypto,4725140.45,-0.1571,3982820.89
C01933,2017-06-26,Bonds,2329162.16,0.1746,2735833.87
C01182,2010-05-25,Bonds,1201984.85,-1.1558,-187269.24
C01754,2014-02-27,Crypto,2911141.87,-0.7579,704787.45
C03346,2013-09-14,Mutual Funds,1784495.68,0.087,1939746.8
C00459,2018-12-31,Mutual Funds,4151184.22,-0.551,1863881.71
C03070,2023-09-10,Stocks,3320397.13,0.3342,4430073.85
C02593,2020-03-28,Crypto,4561125.65,-0.0144,4495445.44
C03891,2023-04-24,Bonds,1047532.65,0.1962,1253058.56
C02276,2011-04-02,Real Estate,2650731.64,0.5307,4057474.92
C03894,2024-01-19,Real Estate,140177.42,-0.0486,133364.8
C02525,2008-06-21,Mutual Funds,3142891.0,-0.7267,858952.11
C00286,2024-08-01,Stocks,2786701.91,-0.3569,1792128.0
C01964,2013-09-03,Mutual Funds,2825198.09,0.5613,4410981.78
C03152,2014-12-08,Real Estate,441623.07,0.834,809936.71
C01000,2019-12-30,Bonds,3467310.87,-0.1802,2842501.45
C03625,2016-09-17,Stocks,4953223.04,0.0727,5313322.36
C03220,2013-09-24,Real Estate,1648322.54,-0.8208,295379.4
C00740,2024-12-20,Bonds,2203574.97,0.2946,2852748.16
C02437,2012-09-19,Bonds,4412323.52,0.4958,6599953.52
C03596,2022-02-28,Real Estate,1018352.03,-0.0829,933930.65
C03329,2008-10-04,Real Estate,1573623.58,0.4503,2282226.28
C00657,2019-01-10,Crypto,2560930.79,0.55,3969442.72
C03383,2015-06-18,Crypto,1980876.33,-0.1148,1753471.73
C00823,2011-08-06,Real Estate,996585.33,-0.871,128559.51
C04148,2009-06-27,Real Estate,4577165.59,-0.5449,2083068.06
C03448,2021-07-03,Mutual Funds,3809909.94,0.2332,4698380.94
C02677,2018-03-02,Stocks,2326922.38,0.0816,2516799.25
C00427,2022-05-21,Bonds,292130.92,-0.1386,251641.57
C03633,2022-05-18,Bonds,785356.22,-0.7329,209768.65
C00026,2016-12-26,Bonds,4737878.07,-0.3062,3287139.8
C02504,2015-01-14,Mutual Funds,2954431.86,0.5248,4504917.7
C00674,2010-06-26,Bonds,3607524.34,0.8518,6680413.57
C02045,2019-08-01,Bonds,2811161.62,0.1227,3156091.15
C04867,2023-05-19,Crypto,2763966.75,-0.7867,589554.11
C02617,2018-02-15,Crypto,106163.48,0.1907,126408.86
C01094,2013-11-05,Bonds,3614473.18,0.1232,4059776.28
C04859,2015-05-07,Real Estate,2696429.78,-0.1321,2340231.41
C01628,2009-11-22,Crypto,4844104.64,-0.2877,3450455.74
C03012,2012-01-30,Crypto,2758888.15,0.0667,2942905.99
C03092,2020-10-16,Bonds,4205639.76,0.3935,5860559.01
C00170,2008-07-07,Mutual Funds,957019.4,-0.0585,901033.77
C01874,2009-12-29,Crypto,3077529.15,-0.1699,2554656.95
C01625,2013-11-14,Bonds,1737095.08,0.0287,1786949.71
C00408,2016-12-29,Mutual Funds,1326877.38,0.2366,1640816.57
C03514,2021-06-19,Real Estate,1340967.89,0.1449,1535274.14
C01223,2009-12-30,Real Estate,4057518.23,0.1088,4498976.21
C01394,2020-09-20,Stocks,353679.77,-0.2559,263173.12
C00116,2024-02-12,Mutual Funds,4670230.92,0.4331,6692907.93
C03565,2018-03-05,Crypto,4119658.01,0.6754,6902075.03
C00971,2013-01-12,Bonds,3237951.46,0.0962,3549442.39
C01561,2013-12-20,Real Estate,586205.0,0.4828,869224.77
C04049,2016-07-26,Bonds,2641360.43,0.2034,3178613.14
C03534,2012-08-19,Mutual Funds,2412982.81,-0.4176,1405321.19
C01766,2014-05-07,Bonds,3113254.41,0.4025,4366339.31
C03427,2012-01-17,Crypto,1918661.59,0.0738,2060258.82
C01196,2008-08-23,Real Estate,2122435.76,0.4545,3087082.81
C02145,2013-04-13,Mutual Funds,1495331.82,0.8547,2773391.93
C03695,2013-07-27,Real Estate,2054671.16,-0.0826,1884955.32
C04776,2023-05-07,Crypto,130169.02,-0.3886,79585.34
C00703,2008-03-25,Crypto,1109675.68,-0.2452,837583.2
C01092,2015-04-02,Crypto,401236.95,0.3852,555793.42
C01739,2023-12-31,Crypto,2372791.45,0.3743,3260927.29
C03468,2024-07-05,Mutual Funds,4575778.96,0.4134,6467405.98
C02100,2009-08-21,Stocks,4272722.66,-0.0885,3894586.7
C04563,2009-04-26,Stocks,3914460.24,0.149,4497714.82
C02727,2013-04-07,Crypto,4227708.54,0.1003,4651747.71
C02903,2021-08-07,Mutual Funds,1165276.29,0.7963,2093185.8
C00373,2008-02-13,Real Estate,4226804.55,-0.1423,3625330.26
C04134,2021-11-24,Crypto,1059778.95,-0.199,848882.94
C02479,2016-11-07,Real Estate,3962906.3,-0.1324,3438217.51
C01084,2020-07-19,Stocks,4208235.68,0.609,6771051.21
C04756,2012-01-09,Real Estate,2773547.84,0.479,4102077.26
C01392,2019-04-19,Crypto,4441472.71,-0.5083,2183872.13
C02779,2018-07-01,Bonds,2300249.81,-0.5311,1078587.14
C00735,2015-02-12,Mutual Funds,4025029.2,0.2899,5191885.17
C03547,2011-03-07,Real Estate,4836673.23,0.0604,5128808.29
C00958,2015-01-10,Stocks,431494.44,-0.7974,87420.77
C01048,2019-03-13,Real Estate,2796124.15,-0.5038,1387436.8
C02954,2017-08-24,Real Estate,2210889.0,0.0846,2397930.21
C02157,2021-09-30,Real Estate,1671189.16,1.3556,3936653.19
C04236,2015-01-08,Crypto,43469.4,0.4051,61078.85
C01352,2015-01-28,Crypto,3805268.91,-0.3607,2432708.41
C01240,2020-06-18,Crypto,265626.74,0.7821,473373.41
C00436,2012-03-27,Bonds,3774907.77,-0.416,2204546.14
C00448,2013-02-26,Bonds,2885103.68,-0.1968,2317315.28
C00294,2018-07-19,Real Estate,775052.13,0.7643,1367424.47
C01340,2023-11-01,Crypto,2801019.8,-0.4195,1625991.99
C03576,2010-08-08,Crypto,1932926.36,0.8569,3589250.96
C00335,2017-11-25,Real Estate,30317.77,-0.9175,2501.22
C04595,2018-11-18,Crypto,393470.83,0.31,515446.79
C04039,2010-07-10,Bonds,1354147.34,0.1933,1615904.02
C01013,2015-11-03,Stocks,1853086.69,0.5759,2920279.31
C01669,2014-05-16,Bonds,4709586.03,0.1695,5507860.86
C01379,2024-10-26,Mutual Funds,3698076.68,0.2072,4464318.17
C02235,2020-08-19,Mutual Funds,2052108.31,-0.2309,1578276.5
C01740,2021-02-01,Stocks,2354034.3,-0.034,2273997.13
C04310,2020-10-19,Bonds,1509009.55,0.7994,2715311.78
C03412,2009-09-21,Bonds,1920711.35,0.2978,2492699.19
C04081,2023-03-08,Stocks,1362304.67,0.39,1893603.49
C02693,2008-07-31,Real Estate,588391.7,0.212,713130.74
C01000,2016-11-03,Real Estate,2908362.6,0.0022,2914761.0
C04837,2010-05-18,Real Estate,2667867.56,-0.7746,601337.35
C01260,2008-08-24,Stocks,4035727.99,0.6949,6840155.37
C03771,2023-11-15,Crypto,2616907.96,0.4422,3774104.66
C03720,2022-02-03,Real Estate,1542452.26,0.1106,1713047.48
C04868,2022-10-04,Stocks,4347836.3,-0.3072,3012180.99
C02699,2008-12-25,Mutual Funds,182667.4,0.4854,271334.16
C03712,2015-04-15,Mutual Funds,510134.48,-0.3422,335566.46
C01060,2012-09-27,Stocks,1856983.33,0.4012,2602005.04
C02318,2015-04-01,Stocks,2508994.13,-0.2072,1989130.55
C00580,2020-04-09,Mutual Funds,2032425.66,0.2474,2535247.77
C03125,2010-01-28,Crypto,2425879.47,0.7404,4222000.63
C02091,2011-12-29,Bonds,859219.3,0.1647,1000732.72
C03268,2009-12-31,Stocks,4039349.43,0.3457,5435752.53
C01706,2011-08-27,Crypto,3497939.82,0.9974,6986785.0
C03297,2014-05-23,Bonds,2060676.68,0.2793,2636223.68
C00988,2014-09-11,Crypto,2623836.86,-0.3547,1693161.93
C03542,2024-07-03,Real Estate,3197234.63,0.4182,4534318.15
C04944,2010-12-11,Real Estate,2937261.97,-0.0547,2776593.74
C00788,2016-03-29,Mutual Funds,427927.02,0.8707,800523.08
C01638,2018-12-24,Crypto,3970878.67,-0.0748,3673856.95
C03180,2018-09-07,Real Estate,2473490.67,-0.0702,2299851.62
C04613,2021-06-18,Crypto,2053582.89,0.3351,2741738.52
C00740,2024-12-19,Crypto,4493085.96,0.2349,5548511.85
C03017,2021-10-07,Bonds,4295043.76,0.4106,6058588.73
C03557,2022-02-22,Crypto,444777.56,-0.1205,391181.86
C00762,2008-11-27,Mutual Funds,892479.23,0.4879,1327919.85
C02800,2018-05-25,Bonds,1197609.81,-0.6835,379043.5
C01271,2019-02-09,Mutual Funds,1603517.36,-0.1717,1328193.43
C04299,2009-11-18,Real Estate,675757.45,0.386,936599.83
C03836,2017-10-22,Stocks,2209826.69,-0.7828,479974.36
C03913,2014-09-26,Bonds,1734247.09,0.3106,2272904.24
C01047,2023-05-07,Real Estate,3784189.33,0.2244,4633361.42
C02037,2019-09-25,Crypto,1660671.51,-0.2492,1246832.17
C02421,2020-10-01,Stocks,652459.62,0.3112,855505.05
C04514,2009-09-18,Stocks,1728789.56,-0.2225,1344133.88
C04206,2010-05-31,Mutual Funds,317203.79,0.447,458993.88
C03481,2017-04-06,Stocks,659415.97,0.2605,831193.83
C03807,2022-10-27,Mutual Funds,1266752.62,0.5641,1981327.77
C02076,2015-12-21,Real Estate,2776923.83,1.1372,5934841.61
C04797,2009-10-31,Mutual Funds,1166704.58,0.2676,1478914.73
C00134,2010-07-22,Crypto,4322150.53,0.6366,7073631.56
C01471,2012-02-01,Crypto,81607.11,-0.4666,43529.23
C00371,2009-11-13,Crypto,1863912.99,0.3849,2581333.1
C02439,2015-01-15,Mutual Funds,364608.57,-0.9598,14657.26
C03728,2024-12-26,Crypto,3950866.74,0.4186,5604699.56
C02172,2015-08-28,Bonds,4016257.4,-0.4598,2169582.25
C01730,2012-02-25,Stocks,2809822.9,0.4914,4190569.87
C04949,2013-10-25,Stocks,1778293.46,0.6922,3009228.19
C03554,2019-12-26,Stocks,4044483.84,0.3792,5578152.11
C00048,2016-11-09,Stocks,3727243.3,-0.7825,810675.42
C00109,2011-11-07,Crypto,1895400.59,-0.1125,1682168.02
C03770,2023-07-08,Crypto,4089999.51,-0.854,597139.93
C04931,2024-04-12,Crypto,4649678.89,1.0868,9702949.91
C02481,2021-11-14,Mutual Funds,4516464.84,0.3611,6147360.29
C02956,2023-06-28,Crypto,493635.71,0.4622,721794.14
C02480,2009-12-18,Bonds,4118898.57,-0.4102,2429326.38
C01107,2008-04-23,Bonds,4285288.11,-0.3307,2868143.33
C00917,2008-05-10,Bonds,2189469.61,-0.0049,2178741.21
C00220,2012-09-10,Crypto,1154442.22,0.5669,1808895.51
C01190,2022-07-28,Bonds,378559.9,-0.2934,267490.43
C03570,2022-01-15,Mutual Funds,4138078.51,1.0336,8415196.46
C01564,2009-12-06,Real Estate,449171.5,-0.638,162600.08
C03797,2011-04-28,Crypto,1687458.03,-0.0101,1670414.7
C03457,2008-06-27,Stocks,1118789.14,0.7657,1975445.98
C01361,2011-06-02,Crypto,4667342.07,-0.4122,2743463.67
C03974,2018-07-29,Stocks,2816258.78,-0.1456,2406211.5
C03683,2021-02-15,Bonds,4718926.83,0.1676,5509818.97
C01650,2014-08-12,Mutual Funds,4309357.27,-0.4026,2574410.03
C03210,2009-02-21,Real Estate,2386071.98,-0.7248,656647.01
C00065,2010-04-21,Crypto,2789838.04,-0.2687,2040208.56
C03406,2019-02-12,Mutual Funds,1522233.65,0.6927,2576684.9
C04882,2024-05-24,Mutual Funds,2862003.61,-0.0117,2828518.17
C02383,2008-10-30,Crypto,4996037.29,-0.4228,2883712.72
C03275,2018-11-26,Mutual Funds,799587.55,-0.4081,473275.87
C04842,2024-04-02,Mutual Funds,821153.88,0.5359,1261210.24
C03997,2013-03-14,Stocks,4528878.2,-0.2544,3376731.59
C04328,2008-06-04,Crypto,4875460.76,0.2975,6325910.34
C04722,2015-01-31,Mutual Funds,1641947.19,-0.0727,1522577.63
C00521,2014-01-03,Crypto,565089.88,0.2483,705401.7
C03878,2010-08-15,Crypto,824489.75,0.5375,1267652.99
C02841,2018-01-20,Crypto,2149726.46,0.5799,3396352.83
C00171,2011-08-14,Real Estate,2267627.74,-0.3691,1430646.34
C01575,2018-07-11,Real Estate,4946410.45,0.0007,4949872.94
C03590,2013-03-16,Mutual Funds,2410018.94,-0.1635,2015980.84
C01800,2021-03-07,Real Estate,2516164.64,0.6482,4147142.56
C04933,2024-01-15,Crypto,4373860.62,-0.3763,2727976.87
C01075,2014-07-31,Crypto,4693657.79,0.284,6026656.6
C03415,2023-02-05,Real Estate,2753175.96,0.2575,3462118.77
C03870,2011-08-20,Mutual Funds,4129615.24,-0.3346,2747845.98
C01698,2014-05-02,Stocks,1585248.16,-0.7224,440064.89
C03956,2010-11-23,Bonds,2337469.29,-0.2342,1790033.98
C01635,2011-07-04,Mutual Funds,2634559.01,-0.0663,2459887.75
C04032,2010-04-06,Crypto,286438.29,-0.0381,275524.99
C04045,2014-10-23,Bonds,2322286.9,-0.0838,2127679.26
C01716,2020-06-27,Stocks,2166821.41,0.4013,3036366.84
C00149,2016-01-18,Real Estate,2132165.15,0.4821,3160081.97
C02925,2023-03-08,Bonds,1669187.33,0.616,2697406.73
C01432,2019-04-17,Stocks,261309.96,-0.279,188404.48
C00522,2015-07-29,Crypto,65095.43,0.0243,66677.25
C00934,2021-11-07,Bonds,655274.81,0.8009,1180084.41
C00989,2020-08-08,Bonds,1178594.11,0.0015,1180362.0
C03985,2013-10-13,Real Estate,2602097.81,1.0067,5221629.68
C02911,2009-01-17,Mutual Funds,4876247.43,-0.1822,3987795.15
C02192,2011-05-23,Mutual Funds,1068473.85,0.3494,1441798.61
C04951,2023-01-06,Stocks,3380789.08,0.4233,4811877.1
C00414,2017-10-26,Crypto,445959.66,0.0044,447921.88
C00909,2010-05-17,Mutual Funds,2558116.68,-0.12,2251142.68
C04995,2010-04-14,Mutual Funds,3095987.88,-0.4351,1748923.55
C00344,2019-05-18,Stocks,797815.03,-0.0976,719948.28
C01369,2022-02-16,Stocks,2244807.98,-0.5698,965716.39
C01683,2016-02-10,Bonds,2995456.21,0.6261,4870911.34
C02394,2023-11-19,Crypto,1376675.87,-0.6582,470547.81
C04145,2019-03-06,Stocks,4548023.89,-0.2345,3481512.29
C01264,2022-07-06,Real Estate,4545118.94,0.1784,5355968.16
C02742,2011-02-02,Stocks,4788875.52,0.1111,5320919.59
C01654,2017-11-06,Crypto,1517518.05,-0.3262,1022503.66
C00054,2013-07-02,Crypto,1964802.54,0.2328,2422208.57
C02797,2014-06-07,Mutual Funds,4789938.79,-0.5469,2170321.27
C01403,2009-11-29,Real Estate,2515859.93,0.184,2978778.16
C03051,2024-01-15,Crypto,1701774.75,-0.2816,1222554.98
C02955,2022-02-12,Bonds,4279770.02,-0.5871,1767117.04
C01242,2024-11-22,Mutual Funds,956337.01,-0.0619,897139.75
C03455,2013-02-12,Bonds,3844052.14,0.5191,5839499.61
C03513,2017-04-09,Crypto,1030230.67,-0.3052,715804.27
C03759,2019-07-30,Real Estate,1609110.16,0.4219,2287993.74
C00244,2017-12-04,Bonds,4658725.39,0.0534,4907501.33
C00082,2024-02-04,Mutual Funds,1035152.51,-0.4099,610843.5
C00571,2009-11-25,Real Estate,2550415.41,-0.1181,2249211.35
C02579,2017-01-03,Bonds,2303452.17,-0.0054,2291013.53
C03556,2009-05-18,Crypto,4481285.01,-1.1231,-551646.18
C00304,2022-10-22,Bonds,4033732.33,-0.6483,1418663.66
C04707,2009-04-18,Mutual Funds,998658.51,-0.1308,868033.98
C02423,2017-05-27,Crypto,189884.75,-0.5771,80302.26
C04536,2014-10-29,Real Estate,262683.54,0.4767,387904.78
C02820,2008-03-05,Real Estate,1155665.57,0.2893,1489999.62
C04324,2021-09-09,Bonds,2415848.16,0.2598,3043485.51
C03310,2018-01-03,Bonds,2080937.28,-0.2688,1521581.34
C04460,2022-01-01,Mutual Funds,864613.83,-0.397,521362.14
C03623,2023-08-23,Real Estate,1897448.63,0.1876,2253409.99
C03314,2012-06-04,Real Estate,2060320.8,0.4633,3014867.43
C00691,2008-10-29,Mutual Funds,4672119.56,1.0796,9716139.84
C02741,2016-09-29,Bonds,198747.98,0.65,327934.17
C04264,2020-02-17,Real Estate,2015790.75,0.749,3525618.02
C01751,2010-01-30,Mutual Funds,3191061.37,0.5838,5054003.0
C04521,2015-01-01,Mutual Funds,1603495.56,0.0028,1607985.35
C02792,2024-12-23,Bonds,644643.43,-0.3505,418695.91
C00192,2008-08-16,Mutual Funds,4738170.67,-0.9096,428330.63
C04854,2013-10-20,Bonds,3831754.05,-0.0545,3622923.45
C02490,2024-04-17,Crypto,2490245.01,0.5586,3881295.87
C04140,2010-06-23,Stocks,4335893.6,-0.2114,3419285.69
C03056,2013-10-28,Mutual Funds,3365367.82,0.123,3779308.06
C02904,2010-10-11,Stocks,3816711.27,-0.2136,3001461.74
C01022,2018-01-24,Real Estate,683378.56,0.2865,879166.52
C04690,2024-07-11,Stocks,101588.49,-0.0665,94832.86
C03713,2015-08-08,Bonds,3763882.96,-1.2296,-864187.53
C04765,2020-09-07,Mutual Funds,36475.57,-0.5653,15855.93
C04879,2013-03-30,Real Estate,4097171.76,0.3898,5694249.31
C02452,2014-05-19,Mutual Funds,3386826.13,-0.9854,49447.66
C01147,2024-01-08,Crypto,3513445.25,0.1005,3866546.5
C04258,2024-07-16,Bonds,1999198.04,0.379,2756894.1
C00863,2015-05-09,Mutual Funds,4768564.43,-0.6069,1874522.68
C04771,2012-04-26,Real Estate,633194.76,0.5636,990063.33
C03722,2010-03-13,Bonds,4212929.95,0.7836,7514181.86
C03488,2017-03-29,Stocks,2354611.28,-0.5243,1120088.59
C00756,2009-05-24,Crypto,995449.97,-0.2331,763410.58
C01066,2018-09-06,Bonds,2067298.96,0.1525,2382562.05
C03655,2009-10-01,Real Estate,2733528.08,0.8706,5113337.63
C04312,2017-01-12,Mutual Funds,4139796.85,-0.1233,3629359.9
C04580,2019-08-22,Crypto,3856444.13,0.4477,5582974.17
C02161,2021-02-07,Crypto,4174948.92,0.111,4638368.25
C03469,2017-11-14,Crypto,4212830.01,-0.2351,3222393.67
C03416,2011-08-27,Bonds,2354059.03,-0.799,473165.87
C04144,2010-11-07,Crypto,787700.55,-0.3134,540835.2
C03750,2010-11-25,Mutual Funds,417811.89,-0.3122,287371.02
C04335,2010-08-25,Bonds,4642610.25,0.9796,9190511.25
C03731,2018-08-13,Stocks,4557972.86,0.5094,6879804.23
C01285,2020-07-15,Real Estate,1728755.22,-0.1301,1503844.17
C00973,2021-06-29,Crypto,934675.87,0.1354,1061230.98
C00904,2010-09-17,Real Estate,4156397.78,-0.2626,3064927.72
C04684,2014-06-30,Stocks,1884676.33,0.692,3188872.35
C04283,2011-06-09,Stocks,2668238.61,-0.2541,1990239.18
C03044,2014-11-02,Real Estate,4029723.31,-0.3106,2778091.25
C02485,2014-08-05,Crypto,1399089.61,0.0896,1524448.04
C00230,2011-03-16,Bonds,4328359.54,-0.6148,1667284.09
C04831,2017-06-17,Stocks,1207507.17,-0.0298,1171523.46
C02500,2014-05-11,Bonds,3738511.47,-0.2423,2832670.14
C01500,2024-08-03,Crypto,2753902.03,0.3107,3609539.39
C00018,2010-09-29,Mutual Funds,2467214.6,0.7305,4269514.87
C02857,2009-07-07,Stocks,201305.36,0.0657,214531.12
C03421,2018-10-16,Mutual Funds,761988.84,0.1393,868133.89
C02538,2020-09-08,Crypto,3333877.57,0.4037,4679763.95
C02768,2016-06-17,Crypto,2934252.77,-0.7339,780804.66
C04962,2010-12-23,Bonds,2229203.37,-0.1751,1838869.86
C04136,2022-04-10,Crypto,2243714.33,0.4448,3241718.46
C03686,2022-12-18,Crypto,2688922.95,0.6431,4418169.3
C01221,2024-04-28,Real Estate,1974641.61,0.4045,2773384.14
C00732,2022-01-05,Mutual Funds,3230588.67,0.8056,5833150.9
C03356,2016-09-07,Bonds,102685.07,-0.2897,72937.21
C03240,2015-08-09,Mutual Funds,1026730.53,0.6074,1650366.65
C00376,2023-01-14,Crypto,2636748.49,0.062,2800226.9
C02273,2022-06-27,Stocks,4649422.54,-0.8397,745302.43
C01357,2023-11-11,Stocks,599614.2,-1.4803,-287994.7
C04686,2022-02-17,Real Estate,4013478.56,0.2791,5133640.43
C04597,2022-06-21,Stocks,4554210.28,-0.0461,4344261.19
C04583,2009-11-28,Bonds,4716607.25,1.089,9852992.55
C04439,2020-12-08,Stocks,3892800.88,0.1953,4653064.89
C04672,2019-09-14,Bonds,655942.08,-0.1343,567849.06
C03899,2019-04-10,Stocks,2488332.85,0.1265,2803106.96
C00986,2022-10-06,Mutual Funds,775058.57,-0.1589,651901.76
C01473,2008-06-04,Real Estate,2162753.4,-0.4814,1121603.91
C01686,2013-07-02,Mutual Funds,3116238.95,0.0835,3376444.9
C03640,2009-11-24,Mutual Funds,913943.03,-0.3214,620201.74
C04972,2015-03-09,Crypto,2870301.9,0.5002,4306026.91
C04825,2009-01-03,Crypto,3691739.26,1.0981,7745638.14
C00191,2015-08-16,Crypto,1678710.61,-0.1109,1492541.6
C01479,2017-04-22,Stocks,2421438.31,0.8329,4438254.28
C04325,2015-02-12,Crypto,3240862.53,-0.6801,1036751.92
C02107,2010-01-15,Stocks,429885.63,0.554,668042.27
C00814,2020-02-25,Bonds,455586.31,0.1922,543150.0
C02338,2011-03-25,Bonds,636385.97,0.3309,846966.09
C02094,2010-01-04,Bonds,1784259.12,0.6602,2962226.99
C02514,2017-02-18,Bonds,219260.98,0.2399,271861.69
C00483,2021-10-12,Real Estate,1183929.02,-0.6418,424083.37
C01487,2008-08-10,Stocks,335888.48,0.4234,478103.66
C02442,2016-09-29,Stocks,141928.51,0.3231,187785.61
C02622,2011-03-13,Crypto,2080152.36,-0.0826,1908331.78
C02656,2013-10-13,Crypto,3601946.51,-0.0045,3585737.75
C00991,2009-02-28,Bonds,957195.58,0.4643,1401621.49
C01963,2024-11-13,Mutual Funds,2586072.54,0.1719,3030618.41
C04801,2013-04-21,Crypto,2859915.71,-0.1272,2496134.43
C04167,2024-11-15,Mutual Funds,4537408.42,0.1273,5115020.51
C03155,2010-07-31,Real Estate,4397434.0,-0.4441,2444533.56
C00497,2015-02-20,Crypto,2050708.91,-0.3083,1418475.35
C04532,2017-02-16,Stocks,1391440.06,0.0637,1480074.79
C03967,2008-08-24,Crypto,1623208.74,0.0376,1684241.39
C01915,2008-06-01,Real Estate,2304882.81,0.1669,2689567.75
C04539,2021-02-22,Stocks,3356850.81,0.0549,3541141.92
C02018,2020-06-10,Bonds,3692956.66,-0.545,1680295.28
C02496,2020-09-29,Crypto,4334409.21,0.8242,7906829.28
C03654,2009-11-18,Mutual Funds,632291.08,0.6358,1034301.75
C01667,2011-03-12,Real Estate,4728936.71,0.2557,5938125.83
C04428,2011-10-09,Bonds,1324816.79,-0.155,1119470.19
C04404,2017-07-03,Mutual Funds,4668032.13,0.5567,7266725.62
C03701,2008-12-08,Stocks,1096076.81,0.4931,1636552.29
C03807,2021-12-03,Real Estate,2215756.84,0.7467,3870262.47
C01372,2008-01-05,Stocks,520692.92,0.3709,713817.92
C03951,2014-02-16,Mutual Funds,4811864.22,-0.0797,4428358.64
C02056,2023-04-02,Crypto,4113978.45,0.3514,5559630.48
C02879,2022-03-07,Bonds,2592101.29,-0.8849,298350.86
C04794,2019-06-12,Real Estate,2905261.96,-0.1186,2560697.89
C00373,2011-08-15,Mutual Funds,3649715.7,0.9663,7176435.98
C04613,2009-07-26,Real Estate,3496865.29,-0.5309,1640379.51
C00735,2016-11-12,Stocks,3555897.96,-0.7609,850215.2
C01145,2024-04-05,Mutual Funds,1209580.77,-0.0678,1127571.19
C02290,2017-09-08,Bonds,2415587.55,-0.0573,2277174.38
C04136,2015-02-20,Real Estate,3748879.01,0.5166,5685549.91
C02142,2024-11-18,Crypto,484996.84,0.2047,584275.69
C02237,2013-07-07,Real Estate,3852418.58,0.0739,4137112.31
C02799,2012-09-21,Crypto,1053431.91,-0.7135,301808.24
C04912,2015-05-14,Stocks,2048395.08,0.0843,2221074.79
C01096,2022-07-01,Stocks,3900640.03,-0.2837,2794028.45
C04988,2018-09-08,Stocks,4611194.37,0.4428,6653031.24
C00079,2023-02-01,Bonds,2963248.35,0.0992,3257202.59
C03385,2020-06-19,Crypto,3025751.2,-1.1141,-345238.21
C03218,2020-01-26,Stocks,2799892.77,0.722,4821415.35
C00636,2020-01-30,Stocks,882883.14,-1.6894,-608659.64
C03647,2023-01-29,Stocks,4063851.79,-0.4621,2185945.88
C02892,2016-06-10,Mutual Funds,3831019.35,0.1414,4372725.49
C02933,2016-09-03,Bonds,4662287.45,0.0055,4687930.03
C00070,2010-10-19,Crypto,678448.85,0.3343,905254.3
C03035,2012-04-29,Crypto,2592479.73,-0.2083,2052466.2
C00077,2012-12-19,Stocks,2033776.0,-0.289,1446014.74
C02304,2023-04-07,Real Estate,1916439.18,-0.0255,1867569.98
C01569,2010-01-07,Mutual Funds,854670.53,0.7919,1531484.12
C02484,2024-02-06,Bonds,1336782.27,-0.5106,654221.24
C01920,2019-01-28,Real Estate,3058666.72,0.0953,3350157.66
C00302,2014-04-18,Crypto,2829170.79,0.2227,3459227.12
C04965,2012-09-08,Stocks,4561360.55,0.15,5245564.63
C01607,2022-04-27,Crypto,4730432.01,-0.1917,3823608.19
C00909,2014-03-22,Mutual Funds,1512081.23,-0.1083,1348322.83
C04099,2019-01-29,Bonds,4475530.78,-0.0011,4470607.7
C04521,2012-05-06,Mutual Funds,2212526.31,0.0673,2361429.33
C04940,2020-09-03,Bonds,231299.78,-0.9297,16260.37
C00536,2021-03-11,Bonds,2367701.23,0.3544,3206814.55
C00533,2010-11-09,Real Estate,3066238.63,0.2669,3884617.72
C04669,2013-02-10,Mutual Funds,2170810.29,0.5058,3268806.13
C02248,2012-04-20,Stocks,4097319.84,-0.8217,730552.13
C04366,2021-10-12,Real Estate,236258.93,0.2136,286723.84
C04589,2018-03-07,Stocks,3343064.93,0.0132,3387193.39
C03499,2022-05-17,Stocks,4062255.87,0.1518,4678906.31
C02647,2017-09-13,Crypto,4267125.27,-0.0288,4144232.06
C02245,2010-09-24,Mutual Funds,4519861.37,0.2721,5749715.65
C03823,2019-02-11,Real Estate,1603993.11,-0.2337,1229139.92
C04238,2008-12-22,Bonds,220361.56,0.1165,246033.68
C00385,2014-03-26,Crypto,3602145.69,-0.7319,965735.26
C04362,2018-01-25,Real Estate,952877.07,-0.105,852824.98
C00043,2016-10-15,Bonds,3350097.5,-0.0801,3081754.69
C02742,2009-11-01,Mutual Funds,1775620.58,-1.1225,-217513.52
C00208,2024-07-16,Bonds,1604240.11,0.1309,1814235.14
